হাউস ২৬, হযরত নগর ১ নং লেন, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ৬১২, চাঁন মসজিদ ৬ নং গলি(আমিনবাগ রোড), মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ২৭/২, এনায়েত গঞ্জ রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪২/জি, হাজারীবাগ মনেশ্বর রোড, মনেশ্বর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫৬/৩, হোসেন উদ্দিন খান লেন ১ নং, আমিলোগোলা, লালবাগ থানা, ঢাকা জেলা
হাউস ৯৯, হাজির ঘাট গলি, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২১, রোড ৯/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩, এম.সি.রায় রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৮৫/বি, নিঝুম রেসিডেন্সিয়াল রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪৫, রোড ১, পিলখানা, নিউ মার্কেট থানা, ঢাকা জেলা
হাউস ১০৮, রায়ের বাজার অল্টার গেট গলি, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১/ডি, রোড ৭/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬৫/এ, রোড ৮/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৩৩০, নয়াগাঁও রোড(হযরত নগর রোড), কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২৮০, লবনের গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৩৮/জি/২, হাজারীবাগ মনেশ্বর রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩২/২, সেকশন ঢাল রোড(এম.সি.রায় রোড), হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৯,৪০, মিতালি রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৯৮, হাজারীবাগ থানা গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৮/৬/বি, তল্লাবাঘ বাই লেন, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৯, সাতমসজিদ রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৬০/১, রোড ৩/এ, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪৯, আল-মদিনা লেন, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১, মিতালি রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৪/২, মিতালি লেন, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ২৭১/১৮, ধলাই কারখানা লিংক রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৭১/এ, রোড ৫/এ, ধানমন্ডি, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৫৬, পশ্চিম (ওয়েস্ট) রসুলপুর হাসান নগর রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১১৬, রসুলপুর মেইন রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৩৮, চাঁনপুর লেন, নওয়াবগঞ্জ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২২, জাফরাবাদ জামে মসজিদ রোড, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ৪২/৭(এ), হাজারীবাগ মনেশ্বর রোড, মনেশ্বর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৮/১, সনাতনগড় রোড, টাল্লাবাগ, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ১৩৫/সি/১, পুরান  ট্যানারি গলি, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩২, বাড্ডা নগর রোড, হাজারীবাগ, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১২১/১, শের-ই-বাংলা মেইন রোড, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৩৭/সি, সাদেক খান রোড, শংকর, মোহাম্মদপুর, ঢাকা জেলা
হাউস ৬৪/২(এ), নবাবগঞ্জ মেইন রোড, বুরহানপুর, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ২০, পশ্চিম (ওয়েস্ট) রসুলপুর হাসান নগর রোড, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ১১, কাজীরবাগ লেন ১, কোম্পানি ঘাট, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ১৫০, মিডেল রসুলপুর ৩ নং গলি আলোরন গলি, মুসীহাটি, লালবাগ থানা, ঢাকা জেলা
হাউস ৩০২, হজরত রোড, কামরাঙ্গীরচর, লালবাগ থানা, ঢাকা জেলা
হাউস ২৭৬, রায়ের বাজার স্টাফ কোয়ার্টার রোড, পশ্চিম ধানমন্ডি ও শংকর, ধানমন্ডি থানা, ঢাকা জেলা
হাউস ৪, কাজীরবাগ লেন ১, কোম্পানি ঘাট, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৫০/৬, রায়ের বাজার মুরগি পট্টি গলি, রায়ের বাজার, হাজারীবাগ থানা, ঢাকা জেলা
হাউস ৪১/৭/১, মৌলভী শালেক রোড, জিগাতলা, ধানমন্ডি থানা, ঢাকা জেলা
